cluster_id,segment_count,document_count,percent,representative_phrases
176,19,19,3.2,"Hinsichtlich weiteren somatischer Beschwerden berichtet die Patientin seit Jahren unter Kopfschmerzen, die in zwei Kopfschmerzarten auftreten, zu leiden. | Hinsichtlich weiteren somatischer Beschwerden berichtet die Patientin seit über dreißig Jahren unter chronischen Kopfschmerzen, die in Form von Migräne oder Spannungskopfschmerzen auftreten, zu leiden. | Hinsichtlich weiterer somatischer Beschwerden berichtet die Patientin seit 3-4 Jahren unter Kopfschmerzen, die sich in der letzten 2 Jahren deutlich verschlechtern haben, zu leiden. | Hinsichtlich somatischer Beschwerden berichtet die Patientin seit über dreißig Jahren unter chronischen Kopfschmerzen, die in Form von Migräne oder Spannungskopfschmerzen auftreten, zu leiden. | Hinsichtlich weiterer somatischer Beschwerden berichtet der Patient, seit Jahren unter Kopfschmerzen zu leiden, die in zwei unterschiedlichen Kopfschmerzarten auftreten."
74,18,18,3.0,Es wird eine Reizdarmsyndrom vermutet. | Es wird eine Reizdarmsyndrom vermutet. | Es wird eine Reizdarmsyndrom vermutet. | Es wird eine Reizdarmsyndrom vermutet. | Es wird eine Reizdarmsyndrom vermutet.
11,18,18,3.0,"Vom Aufenthalt erhoffe sie, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden | Vom Aufenthalt erhoffe sie, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden | Vom Aufenthalt erhoffe sie, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden | Vom Aufenthalt erhoffe sie, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden | Vom Aufenthalt erhoffe sie, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden"
44,18,18,3.0,Vom Aufenthalt erhoffe die Patientin wieder Energie und Kraft aufbauen sowie eine Beschwerdenlinderung. | Vom Aufenthalt erhoffe die Patientin wieder Energie und Kraft aufbauen sowie eine Beschwerdenlinderung. | Vom Aufenthalt erhoffe die Patientin wieder Energie und Kraft aufbauen sowie eine Beschwerdenlinderung. | Vom Aufenthalt erhoffe die Patientin wieder Energie und Kraft aufbauen sowie eine Beschwerdenlinderung. | Vom Aufenthalt erhoffe die Patientin wieder Energie und Kraft aufbauen sowie eine Beschwerdenlinderung.
40,18,18,3.0,"Vom Aufenthalt erhoffe sich der Patient, wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung. | Vom Aufenthalt erhoffe sich der Patient, wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung. | Vom Aufenthalt erhoffe sich der Patient, wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung. | Vom Aufenthalt erhoffe sich der Patient, wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung. | Vom Aufenthalt erhoffe sich der Patient, wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung."
187,22,18,3.0,"Die Schmerzen werden als ziehend beschrieben, in letzter Zeit mit Ausstrahlung entlang der Rückseite des linken Oberschenkels bis zur Kniekehle. | Im Bereich der Lendenwirbelsäule bestünden ebenfalls intermittierende, ziehende Schmerzen mit gelegentlicher Ausstrahlung in die Rückseite des rechten Oberschenkels. | Zusätzlich bestehen Schmerzen, die auf die Rückseite des linken Oberschenkels bis zur Kniekehle ausstrahlen. | Die Schmerzen seien überwiegend im Hinterkopf- sowie Stirnbereich lokalisiert und würden beidseits in die Schläfen ausstrahlen. | Schmerzen werden intermittierend vorhanden und als ziehenden empfunden mit Ausstrahlung in den Hinterkopf links."
212,18,18,3.0,Schmerzen werden als ziehenden sowie stechenden empfunden. | Schmerzen werden als ziehenden sowie stechenden empfunden. | Schmerzen werden als ziehenden sowie stechenden empfunden. | Schmerzen werden als ziehenden sowie stechenden empfunden. | Schmerzen werden als ziehende sowie stechenden empfunden.
184,18,18,3.0,"Schmerzen werden als stechenden, kribbelnden sowie brennenden empfunden. | Die Schmerzen werden als ziehend und brennend empfunden. | Schmerzen werden als ziehenden, stechenden und brennenden empfunden. | Die Schmerzen werden als brennend und pochend sowie ziehenden empfunden. | die Schmerzen seien brennend und ziehend."
0,18,18,3.0,Energieniveau: 40 %. | Energieniveau: 40 %. | Energieniveau: 40 %. | Energieniveau: 20 %. | Das Energieniveau läge nur noch bei 20-30 %.
186,18,18,3.0,"Die Schmerzen seien meist lokal, jedoch in letzter Zeit mit Ausstrahlung in beide Beine hinten und in die Leiste vorne, rechtsbetont. | Die Schmerzen seien meistens lokal, jedoch in letzter Zeit mit Ausstrahlung in beiden Beinen. | Die Schmerzen seien meistens lokal, jedoch in letzter Zeit mit Ausstrahlung in beiden Beinen. | Die Schmerzen seien meistens lokal, jedoch in letzter Zeit mit Ausstrahlung in das rechten Bein. | Die Schmerzen seien meistens lokal, jedoch in letzter Zeit mit Ausstrahlung in das rechte Bein bis zum Fuß."
129,17,17,2.9,Sie fühle sich fast immer angespannt sowohl körperlich als auch seelisch. | Sie fühle sich fast immer angespannt sowohl körperlich als auch seelisch. | Sie fühle sich fast immer angespannt sowohl körperlich als auch seelisch. | Sie fühle sich nahezu ständig angespannt – sowohl körperlich als auch psychisch. | Sie fühle sich nahezu ständig angespannt – sowohl körperlich als auch psychisch.
94,17,17,2.9,"Die Schmerzen sein auch in der Nacht vorhanden und sie wache aufgrund dieser auch häufig auf. | Die Schmerzen treten oft auch nachts auf. | Die Schmerzen treten oft auch nachts auf. | Der Patient fügt hinzu, dass die Schmerzen sehr oft abends auftreten. | Manchmal treten auch nachts Schmerzen auf."
123,17,17,2.9,Stimmung sei schwankend. | Stimmung sei schwankend. | Stimmung sei schwankend. | Stimmung sei schwankend. | Stimmung sei schwankend.
75,17,17,2.9,"Der Patient leidet sehr unter seiner chronischen Beschwerdesymptomatik, und seine Stimmung und Energie seien dadurch sehr beeinträchtigt. | Der Patient leidet sehr unter seiner chronischen Beschwerdesymptomatik und seine Stimmung und Energie seien dadurch sehr beeinträchtigt. | Der Patient leidet unter seiner chronischen Beschwerdesymptomatik und seine Stimmung und Energie seien dadurch beeinträchtigt. | Der Patient leidet sehr unter ihrer chronischen Beschwerdesymptomatik und ihre Stimmung und Energie seien dadurch sehr beeinträchtigt. | Der Patient plagt unter chronische Beschwerdensymptomatik und seine Stimmung und Energie seien dadurch beeinflussen."
65,17,17,2.9,"Dabei sind vor allem Finger- und Handgelenke sowie Knie und Fußgelenke befallen. | Dabei sind vor allem Finger- und Handgelenke, Knie sowie Fußgelenke befallen. | Befallen sein vor allem beiden Schultergelenke, Hand- und Fingergelenke sowie Fuß- und Zehengelenken. | Dabei seien vor allem die Hand- und Fingergelenke sowie Fuß- und Zehengelenke befallen. | Die am meisten betroffenen Gelenke sind Finger-, Hand-, Schulter-, Hüft- sowie Fußgelenke."
48,17,17,2.9,"Am schlimmsten betroffen seien die gesamte Wirbelsäule, beide Schultern und Arme, beide Oberschenkel, Kniegelenke sowie beide Fußgelenke. | Am schlimmsten betroffen seien Schulter-Nacken-Bereich, die Arme und Ellenbogen, die LWS, die Leisten sowie die Füße. | Am schlimmsten seien betroffen Schulter-Nacken-Bereich, der Armen und Ellenbogen, der LWS, der Leisten sowie der Füße. | Am schlimmsten seien betroffen Schultern und Oberarmen, der LWS sowie Oberschenkel und Füßen. | Am schlimmsten seien betroffen Schulter-Nacken-Bereich, der Armen und Ellenbogen, der LWS, Bauchraum, der Leisten sowie der Füße."
73,17,17,2.9,"Zudem schildert der Patient wiederkehrende „Crash“-Phasen mit abruptem Energieverlust sowie eine persistierende „Brain Fog“-Symptomatik im Sinne einer kognitiven Verlangsamung, Merkfähigkeitsstörungen, Konzentrationsstörungen und einem Gefühl geistiger Benommenheit. | Zudem berichtet die Patientin über wiederkehrende „Crash“-Phasen mit plötzlichem Energieverlust sowie über eine anhaltende „Brain Fog“-Symptomatik im Sinne von kognitiver Verlangsamung, Konzentrationsstörungen und einem Gefühl geistiger Benommenheit. | Zudem berichtet die Patientin über wiederkehrende „Crash“-Phasen mit plötzlichem Energieverlust sowie über eine anhaltende „Brain Fog“-Symptomatik im Sinne von kognitiver Verlangsamung, Konzentrationsstörungen und einem Gefühl geistiger Benommenheit. | Zudem schildert der Patient wiederkehrende „Crash“-Phasen mit abruptem Energieverlust sowie eine persistierende „Brain Fog“-Symptomatik im Sinne einer kognitiven Verlangsamung, Konzentrationsstörungen und einem Gefühl geistiger Benommenheit. | Die Patientin berichtet über ausgeprägte postbelastungsinduzierte Verschlechterungen (sog. „Crashs“) mit starker Leistungseinbrüchen nach körperlicher oder geistiger Aktivität sowie über anhaltende kognitive Einschränkungen im Sinne von „Brain Fog“ mit Konzentrationsstörungen, verlangsamtem Denken und Wortfindungsstörungen."
12,16,16,2.7,"Vom Aufenthalt erhoffe er sich, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden. | Vom Aufenthalt erhoffe er sich, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden. | Vom Aufenthalt erhoffe er sich, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden. | Vom Aufenthalt erhoffe er sich, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden. | Vom Aufenthalt erhoffe er sich, dass die chronischen Beschwerden auf ein erträgliches Niveau verbessert werden."
59,18,16,2.7,Derzeit treten die Migräneanfälle etwa einmal im Monat oder einmal alle zwei Monate auf und dauern etwa 2-3 Tage. | Die Migräneanfälle würden ca. 1-2 Mal in im Monat auftreten und dauern meistens bis zu 2-3 Tage lang. | Die Migräneanfälle würden ca. 1-2 Mal in im Monat auftreten und dauern meistens bis zu 2-3 Tage lang. | Aktuell treten Migräneanfälle etwa zweimal pro Monat auf und dauern jeweils rund zwei Tage. | Aktuell treten Migräneanfälle ein- bis zweimal monatlich auf.
58,18,16,2.7,Wärme würde hier als angenehme empfunden. | Wärme würde hier als angenehme empfunden. | Wärme würde hier als angenehme empfunden. | Wärme würde hier als angenehme empfunden. | Wärme würde hier als angenehme empfunden.
190,16,16,2.7,Zudem leide der Patient seit über vielen Jahren unter intermittierend Schmerzen im LWS-Bereich. | Zudem leide der Patient seit Jahren unter intermittierenden Schmerzen im LWS-Bereich. | Zudem leide der Patient seit Jahren unter intermittierenden Schmerzen im LWS-Bereich. | Zudem leide die Patientin vielen Jahren unter intermittierend zunehmende Schmerzen im LWS-Bereich. | Zudem leidet der Patient seit 4-5 Jahren unter intermittierend zunehmenden Schmerzen im LWS-Bereich.
207,16,16,2.7,Schmerzen werden von fast ständiger Nacken-Schulter-Verspannung begleitend. | Schmerzen werden von fast ständiger Nacken-Schulter-Verspannung begleitend. | Schmerzen werden von fast ständiger Nacken-Schulter-Verspannung begleitend. | Schmerzen werden von fast ständiger Nacken-Schulter-Verspannung begleitend. | Schmerzen werden von ständiger Nacken-Schulter-Verspannung begleitend.
202,16,16,2.7,"Hinsichtlich körperlicher Beschwerden berichtet die Patientin über seit vielen Jahren bestehende Schmerzen im Bereich der Halswirbelsäule. | Hinsichtlich weiteren somatischen Beschwerden berichtet die Patientin über seit Jahren bestehende chronische Schmerzen im Bereich der Halswirbelsäule. | Hinsichtlich weiteren somatischen Beschwerden berichtet die Patientin über seit Jahren bestehende chronische Schmerzen im Bereich der Halswirbelsäule. | Des Weiteren berichtet die Patientin, dass sie seit vielen Jahren unter intermittierenden Schmerzen im Bereich der Lendenwirbelsäule leidet. | Bei Aufnahmegespräch berichtet die Patientin über zehn Jahren unter intermittierenden Oberbauchschmerzen von drückendem Schmerzcharakter zu leiden."
131,18,16,2.7,"Wärme, Liegen und Ablenkung führen zur Linderung. | Besserung durch Wärme. | Linderung erfahre sie durch Wärme und Bewegung. | Besserung durch die Wärme. | Linderung durch Wärme sowie Bewegung."
182,16,15,2.5,"Zudem berichtet die Patientin über beidseitige Knieschmerzen von pochender sowie ziehender Schmerzqualität, die insbesondere unter Belastung auftreten. | Ferner berichtet die Patientin über seit vielen Jahren bestehende belastungsabhängige Schmerzen im rechten Kniegelenk. | Weiteren behandlungsbedürftige Beschwerden sind belastungabhängigen pochenden Knieschmerzen sowie drückenden Hüftschmerzen beidseits. | Weiteren behandlungsbedürftige Beschwerden sind belastungabhängigen ziehenden Knieschmerzen beidseits sowie ziehenden Schulterschmerzen links. | Zudem berichtet die Patientin über seit Jahren bestehende, intermittierende Knieschmerzen, aktuell verstärkt linksbetont bei Belastung, Schmerzqualität eher dumpf."
188,17,15,2.5,Die Schmerzsymptomatik sei deutlich von Fehlhaltung sowie von Stress abhängig. | Die Schmerzsymptomatik sei deutlich von Fehlhaltung sowie von Stress abhängig. | Die Schmerzsymptomatik sei deutlich von Fehlhaltung sowie von Stress abhängig. | Die Schmerzsymptomatik sei deutlich von Fehlhaltung sowie von Stress abhängig. | Die Schmerzsymptomatik sei deutlich von Fehlhaltung sowie von Stress abhängig.
122,15,15,2.5,Sein Schlaf sei von Durchschlafstörungen gestört. | Sein Schlaf sei von Durchschlafstörungen gestört. | Sein Schlaf sei von Durchschlafstörungen gestört. | Sein Schlaf sei von Durchschlafstörungen gestört. | Sein Schlaf sei von Durchschlafstörungen gestört.
192,15,15,2.5,"Hinsichtlich weiteren somatischer Beschwerden berichtet die Patientin seit über 2-3 Jahren unter Ganzkörperschmerzen zu leiden. | Hinsichtlich weiteren somatischer Beschwerden berichtet die Patientin seit über 8-10 Jahren unter Ganzkörperschmerzen zu leiden. | Hinsichtlich weiteren somatischer Beschwerden berichtet der Patient seit 3-4 Jahren unter Hüfteschmerzen beidseits zu leiden. | Hinsichtlich weiteren somatischer Beschwerden berichtet die Patientin seit über zwanzig Jahren unter Ganzkörperschmerzen zu leiden. | Hinsichtlich der somatischen Beschwerden berichtet die Patientin, seit Jahren unter Berührungsschmerzen in beiden Oberschenkeln zu leiden."
2,15,15,2.5,Hier ist eine ausgeprägte Überforderung mit Burn out zu beklagen. | Hier ist eine ausgeprägte Überforderung mit Burn out zu beklagen. | Hier ist eine ausgeprägte Überforderung mit Burn out zu beklagen. | Hier ist eine ausgeprägte Überforderung mit Burn out zu beklagen. | Hier ist eine ausgeprägte Überforderung mit Burn out zu beklagen.
79,15,15,2.5,Begleitend bestehen ausgeprägte muskuläre Verspannungen im Nacken-Schulter-Bereich. | Begleitend bestehen ausgeprägte muskuläre Verspannungen im Nacken-Schulter-Bereich. | Begleitend bestehen ausgeprägte muskuläre Verspannungen im Nacken-Schulter-Bereich. | Zusätzlich bestehen anhaltende muskuläre Verspannungen im Nacken-Schulter-Bereich. | Zudem werden rezidivierende muskuläre Verspannungen im Schulter-Nacken-Bereich sowie im Bereich der Lendenwirbelsäule angegeben.
52,15,15,2.5,In sozialen Beziehungen habe sie sich zunehmend zurückgezogen. | In sozialen Beziehungen habe sie sich zunehmend zurückgezogen. | In sozialen Beziehungen habe sie sich zunehmend zurückgezogen. | Im sozialen Kontext habe sie sich zunehmend zurückgezogen. | Im sozialen Kontext habe sie sich zunehmend zurückgezogen.
39,15,15,2.5,"Vom Aufenthalt erhoffe sich die Patientin, wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung. | Vom Aufenthalt erhoffe sich die Patientin, wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung. | Vom Aufenthalt erhoffe sich die Patientin, wieder Energie und Kraft aufbauen sowie eine Beschwerdelinderung. | Vom Aufenthalt erhoffe die Patientin, wieder Energie und Kraft aufzubauen sowie eine Beschwerdelinderung. | Vom Aufenthalt erhoffe die Patientin, wieder Energie und Kraft aufzubauen sowie eine Beschwerdelinderung."
148,15,15,2.5,"Sie berichtet, dass sie sich sehr erschöpft fühle und ihre Belastbarkeitsgrenze sei viel schneller als vorher erreicht. | Sie berichtet, dass sie sich sehr erschöpft fühle und ihre Belastbarkeitsgrenze sei viel schneller als vorher erreicht. | Sie berichtet, dass sie sich sehr erschöpft fühle und ihre Belastbarkeitsgrenze sei viel schneller als vorher erreicht. | Sie berichtet, dass sie sich sehr erschöpft fühle und ihre Belastbarkeitsgrenze sei viel schneller als vorher erreicht. | Sie berichtet, dass sie sich sehr erschöpft fühle und ihre Belastbarkeitsgrenze sei viel schneller als vorher erreicht."
32,14,14,2.4,"Es gelingt ihr kaum, Nötigste zu schaffen. | Es gelingt ihr kaum, Nötigste zu schaffen. | Es gelingt ihr kaum, Nötigste zu schaffen. | Es gelingt ihr kaum, Nötigste zu schaffen. | Es gelingt ihr kaum, Nötigste zu schaffen."
121,14,14,2.4,Darüber hinaus ist sein Schlaf von Ein- und Durchschlafstörungen gestört. | Weiterhin sei ihn Schlaf von ausgeprägten Ein- und Durchschlafstörungen gestört. | Sein Schlaf sei von Ein- und Durchschlafstörungen gestört. | Sein Schlaf sei von Ein- und Durchschlafstörungen gestört. | Sein Schlaf sei von Ein- und Durchschlafstörungen gestört.
130,14,14,2.4,Sie spüre häufig innere Unruhe und fühle sie sich angespannt sowohl körperlich als auch seelisch. | Sie spüre häufig innere Unruhe und fühle sie sich angespannt sowohl körperlich als auch seelisch. | Sie spüre häufig innere Unruhe und fühle sie sich angespannt sowohl körperlich als auch seelisch. | Sie spüre häufig innere Unruhe und fühle sie sich angespannt sowohl körperlich als auch seelisch. | Sie spüre häufig innere Unruhe und fühle sie sich angespannt sowohl körperlich als auch seelisch.
144,14,14,2.4,"Sie fühle sich häufig erschöpft und ihre Belastbarkeitsgrenze sei schneller als vorher erreicht. | Sie fühle sich häufig erschöpft, ihre Belastbarkeitsgrenze sei deutlich schneller als zuvor erreicht. | Sie fühle sich häufig erschöpft, ihre Belastbarkeitsgrenze sei deutlich schneller als zuvor erreicht. | Sie fühle sich häufig erschöpft, ihre Belastbarkeitsgrenze sei deutlich schneller als zuvor erreicht. | Sie fühle sich häufig sehr erschöpft, und ihre Belastbarkeitsgrenze sei deutlich schneller als früher erreicht."
98,14,14,2.4,Ihre Konzentration sowie Merkfähigkeit seien stark beeinträchtigt. | Ihre Konzentration sowie Merkfähigkeit seien stark beeinträchtigt. | Ihre Konzentration sowie Merkfähigkeit seien stark beeinträchtigt. | Ihre Konzentration sowie Merkfähigkeit seien stark beeinträchtigt. | Ihre Konzentration sowie Merkfähigkeit seien stark beeinträchtigt.
152,14,14,2.4,Seine Leistungsfähigkeit sei deutlich reduziert. | Seine Leistungsfähigkeit sei deutlich reduziert. | Seine Leistungsfähigkeit sei deutlich reduziert. | Seine Leistungsfähigkeit sei deutlich reduziert. | Seine Leistungsfähigkeit sei reduziert.
103,14,14,2.4,Weiterhin berichtet sie über Konzentrationsstörungen. | Weiterhin berichtet sie über Konzentrationsstörungen. | Weiterhin berichtet sie über Konzentrationsstörungen. | Weiterhin berichtet sie über Konzentrationsstörungen. | Weiterhin berichtet sie über Konzentrationsstörungen.
157,14,14,2.4,Seine Leistungsfähigkeit sowie Antrieb seien eingeschränkt. | Seine Leistungsfähigkeit sowie Antrieb seien eingeschränkt. | Seine Leistungsfähigkeit sowie Antrieb seien eingeschränkt. | Seine Leistungsfähigkeit sowie Antrieb seien eingeschränkt. | Seine Leistungsfähigkeit sowie Antrieb seien eingeschränkt.
200,14,14,2.4,"Es handelt sich um intermittierende Schmerzen mit sehr wenigen schmerzfreien Phasen. | Es handelt sich um intermittierende Schmerzen mit sehr wenigen schmerzfreien Phasen. | Es handelt sich um intermittierende Schmerzen mit sehr wenigen schmerzfreien Phasen. | Aktuell handelt es sich um intermittierende Schmerzen mit wenigen schmerzfreien Phasen von ziehendem sowie stechendem Schmerzcharakter. | Es handelt sich um intermittierende Schmerzen, mit sehr wenigen schmerzfreien Phasen."
158,14,14,2.4,"Aktuell treten die Kopfschmerzen 1x wöchentlich auf und halten mehreren Stunden lang an. | Die Kopfschmerzen treten 2-3 Mal pro Woche auf und halten mehrere Stunden an. | An weiteren körperlichen Beschwerden, nennt der Patient bestehende Kopfschmerzen, die 2-3 Tage in der Woche auftreten und mehreren Stunden lange anhalten. | In der letzten Zeit treten Kopfschmerzen 1-2x pro Woche auf und halten meistens 2-3 Tage lange an. | An weitern körperlichen Beschwerden, nennt die Patientin bestehende Kopfschmerzen, die 3-4x pro Woche auftreten und mehreren Stunden lange anhalten."
194,14,14,2.4,"Des Weiteren berichtet die Patientin unter chronischen Dorsalgien fast in allen Abschnitten der Wirbelsäle, die seit über vielen Jahren bestehen würden, zu leiden. | Des Weiteren berichtet die Patientin unter chronischen Dorsalgien fast in allen Abschnitten der Wirbelsäle, die seit über vielen Jahren bestehen würden, zu leiden. | Des Weiteren berichtet die Patientin unter chronischen Dorsalgien fast in allen Abschnitten der Wirbelsäle, die seit mehreren Jahren bestehen würden, zu leiden. | Darüber hinaus berichtet die Patientin unter chronischen Dorsalgien fast in allen Abschnitten der Wirbelsäle, die seit über vielen Jahren bestehen würden, zu leiden. | Darüber hinaus berichtet die Patientin unter chronischen Dorsalgien fast in allen Abschnitten der Wirbelsäle, die seit über vielen Jahren bestehen würden, zu leiden."
115,14,14,2.4,Verschlechterung durch Belastung sowie Stress. | Verschlechterung durch Belastung sowie Stress. | Verschlechterung oder Auslösung durch Stress. | Verschlechterung oder Auslösung durch Stress. | Verschlechterung oder Auslösung durch Stress.
17,14,14,2.4,"Sie berichtet, dass sich aufgrund sowohl beruflicher als auch familiärer Situation ihr psychophysischer Zustand seit paar Jahren verschlechtert habe. | Sie berichtet, dass sich aufgrund sowohl beruflicher als auch familiärer Situation ihr psychophysischer Zustand seit paar Jahren verschlechtert habe. | Sie berichtet, dass sich aufgrund sowohl beruflicher als auch familiärer Situation ihr psychophysischer Zustand seit zwei Jahren verschlechtert habe. | Sie berichtet, dass sich aufgrund sowohl beruflicher als auch familiärer Situation ihr psychophysischer Zustand seit vier Jahren verschlechtert habe. | Er berichtet, dass sich aufgrund sowohl beruflicher als auch familiärer Situation sein psychophysischer Zustand seit über einem Jahr verschlechtert habe."
89,13,13,2.2,"Oft habe er das Gefühl, dass sie langsam keine Kraft mehr habe. | Oft habe er das Gefühl, dass sie langsam keine Kraft mehr habe. | Oft habe er das Gefühl, dass sie langsam keine Kraft mehr habe. | Oft habe er das Gefühl, dass sie langsam keine Kraft mehr habe. | Oft habe er das Gefühl, dass sie langsam keine Kraft mehr habe."
4,13,13,2.2,Teilweise spüre keine richtige Freude am Leben. | Häufig spüre keine richtige Freude am Leben. | Manchmal spüre keine richtige Freude am Leben. | Manchmal spüre keine richtige Freude am Leben. | Manchmal spüre keine richtige Freude am Leben.
68,13,13,2.2,Verschlechterung vor allem durch längeres Sitzen sowie Liegen. | Die Beschwerden verschlechtern sich durch z.B. langes Sitzen und Stehen. | Die Beschwerden verschlechtern sich durch z.B. langes Stehen und Sitzen oder beim Heben. | Die Beschwerden verschlechtern sich durch z.B. langes Stehen und Sitzen oder beim Heben. | Die Beschwerden verschlechtern sich durch z.B. langes Stehen und Sitzen oder beim Heben.
179,14,13,2.2,Bezüglich Linderung ggf. | Bei der Einnahme von z. | Linderung durch Umschläge (z.B. | Linderung durch Umschläge (z.B. | Linderung durch Umschläge (z.B.
162,14,13,2.2,Manuelle Therapie und Wärme würde diese Symptomatik kurzzeitig lindern. | Manuelle Therapie und Wärme würde diese Symptomatik kurzzeitig lindern. | Manuelle Therapie und Wärme würde diese Symptomatik kurzzeitig lindern. | Manuelle Therapie und Wärme würde diese Symptomatik kurzzeitig lindern. | Manuelle Therapie und Wärme würde diese Symptomatik kurzzeitig lindern.
197,13,13,2.2,"Darüber hinaus gibt der Patient „Verdauungsstörungen“ an, die seit über vielen Jahren bestehen würden. | Darüber hinaus berichtet der Patient, dass bei ihm seit vielen Jahren „Verdauungsprobleme“ bestehen. | Darüber hinaus gibt die Patientin „Verdauungsstörungen“ an, die seit immer wieder über vielen Jahren bestehen würden. | Zudem gibt die Patientin an, seit Jahren unter rezidivierenden Verdauungsbeschwerden zu leiden, welche vor allem im Sinne eines „Reizdarmsyndroms“ imponieren. | Darüber hinaus gibt die Patientin „Verdauungsstörungen“ an, die seit über zehn Jahren bestehen würden."
203,13,13,2.2,Stechenden Schmerzcharakter. | Stechenden Schmerzcharakter. | Stechenden Schmerzcharakter. | Schmerzcharakter ziehend. | Drückender Schmerzcharakter.
